id,cluster
400883,5
400875,6
400939,1
400970,6
400903,6
400932,6
1574961,6
400854,1
400870,6
400966,6
390709,6
400946,6
400868,6
400853,1
400995,6
400962,6
400938,6
400992,6
400927,6
400906,6
400916,6
401013,6
400963,6
1082268,0
1082360,1
1082418,3
1082343,1
1082349,1
1093491,3
1082381,1
3021522,1
1082392,1
1082306,1
1082336,1
1082280,0
1082393,1
1082373,0
1093504,1
1082323,1
1082243,0
1082255,1
1082326,1
1082325,1
1082338,1
2735788,1
1082307,3
1082267,1
1082320,1
1082413,1
1082244,1
1082273,1
1082247,0
1082396,0
1082287,1
1093501,1
1082402,1
1082288,1
1082252,3
1082324,4
1082352,1
1082412,0
1082409,3
1082330,1
1082359,1
1082354,1
1082377,1
1082339,3
1082332,3
1082296,3
1082304,1
1082379,1
1082383,1
1082357,1
1082282,1
1082340,0
1082242,1
1082299,1
1082269,1
1082303,5
1082313,0
1082331,1
1082364,3
1082406,0
1082422,3
1082272,3
1082263,1
1082416,3
1082276,0
1082253,3
1082398,1
1082278,0
1093500,0
1082321,1
1082370,1
1093495,1
1082284,1
1082270,1
1093502,1
1082410,1
1082423,1
1082378,1
1082403,1
1082327,1
1082308,1
1082400,1
1082363,4
1082279,1
1082384,1
1082293,1
1082369,1
1082294,1
1082361,1
1082318,1
1082322,1
1082245,1
1082411,3
1082408,1
2702612,1
1082376,1
1082362,1
1082311,1
1082346,0
1082390,1
1082388,1
1082275,1
1093496,1
1082256,1
1082345,1
1082334,1
1742982,3
1082351,1
1082414,1
1082344,1
1082333,1
1082277,1
1082380,1
1082397,1
1082399,1
1082337,1
1082328,1
1082424,1
1082419,1
1082312,1
1082300,1
1082259,1
1082317,1
1082356,1
1082295,1
1082389,0
1082302,1
1082301,1
1082417,1
1082251,1
1082240,1
1082382,1
1082250,1
1082305,1
2012260,3
1082319,1
1082283,1
1082387,1
1082258,1
1082274,3
1082386,3
1082353,3
1082314,1
1082391,5
1093490,1
1082329,1
1082266,1
1082271,1
1093503,1
1082281,1
1082285,1
1082374,1
1082401,0
1082309,1
1082286,1
1082241,3
1082290,3
1082246,3
1082355,1
1082248,1
1082249,3
1093489,3
1093497,3
1082257,1
1082310,1
1093499,0
1082407,1
1082405,3
1082289,1
1082415,1
1082297,1
1093498,1
1082254,1
1082385,1
1082372,1
1082371,3
1082375,1
3164340,0
3192347,1
363457,0
363478,0
363737,1
363481,1
3061121,1
363467,1
363680,1
363810,1
363781,1
363630,0
363644,1
363722,1
363546,1
363814,0
363779,1
363415,0
2875325,1
3033350,1
363569,1
363578,1
363602,1
363618,0
363612,0
1504380,1
363551,1
363444,0
2266485,0
363706,0
363609,1
363504,1
363808,1
363656,1
363416,1
363639,1
363669,1
363632,1
2694054,0
363606,1
363633,0
363688,1
363605,1
363647,0
363628,1
363710,1
363674,1
363684,1
363443,0
363809,1
363477,1
363533,0
363716,1
363741,0
363432,1
363480,1
363429,0
363685,0
363712,0
363582,1
363794,1
363430,0
363465,0
363510,0
363473,0
363695,1
363426,1
363650,0
363694,0
363407,1
363795,1
363792,1
363625,0
363434,0
363760,0
2273308,0
363721,1
363686,0
363527,1
363472,1
363479,1
363423,0
363671,1
363455,1
363441,1
363638,0
363403,0
363420,0
363424,0
363431,1
363516,0
363458,1
363459,1
363498,1
363509,1
363526,1
363577,0
363532,1
363681,0
363777,1
363749,0
363750,1
363751,1
363807,1
363499,1
2781235,1
363493,1
363539,0
363453,1
363554,0
363462,1
363571,1
363542,1
363404,1
363570,0
363474,1
363752,1
363572,0
363599,1
363531,1
363804,1
363705,1
363561,1
363588,0
363675,1
363780,0
363801,0
363816,1
1804812,1
363573,0
2023807,1
1894295,1
363735,0
363774,0
363778,0
363725,0
363654,1
363548,0
363691,1
363727,1
363764,0
363788,1
363805,1
3262043,1
363501,1
363580,1
363736,1
363394,0
363730,1
363676,0
363521,1
2178234,1
363636,1
363646,1
363549,1
363552,1
363661,1
363517,1
363494,0
363425,0
363649,1
363717,1
363728,1
363703,1
363755,0
363433,0
363627,0
363643,0
2767670,0
363747,1
363640,1
363743,1
363626,1
363451,1
363621,1
363485,1
363486,1
2124473,1
363711,0
363392,1
363583,0
363456,1
363439,1
363715,1
363484,0
363768,0
363601,1
363658,1
363657,0
363663,1
363701,1
363590,0
363545,0
363507,1
363496,1
363652,1
363421,1
363505,1
363734,0
363396,0
3053196,4
316187,4
316188,4
3191528,0
324264,1
2861116,0
324258,0
324262,0
2630272,0
324265,1
324259,1
324261,1
324267,1
324257,0
324260,1
324270,1
324266,0
324263,0
2719812,0
324271,0
412940,0
1048100,0
2226500,0
1048092,0
1048112,2
1048094,4
1048107,0
1048089,0
1048113,0
412943,1
1048102,6
1048106,0
1048110,0
412944,0
1048099,0
1048116,1
1048098,0
412938,1
1048101,0
1048108,0
412937,0
412934,0
1048096,0
1048117,2
1048090,0
412939,0
1048118,1
412935,0
1048091,0
1048097,0
1048104,0
1048119,0
412933,0
1048103,0
1048121,0
3094632,2
3121956,1
3053576,2
3170747,1
2834298,2
3046627,2
3219514,2
3219515,2
3060533,2
2998200,2
332560,4
332585,2
332761,2
333079,2
332625,2
332934,2
333040,2
332717,4
332738,2
332945,1
332477,4
332796,2
332806,2
332815,2
332850,2
2834299,2
2867946,2
2909004,2
332795,2
2909005,2
2915854,4
2943269,2
2991305,2
3012013,2
332893,2
1845535,2
332852,2
333074,2
332992,2
332942,2
1817957,2
2739982,2
332531,2
332769,2
1776908,2
332589,4
333000,2
332856,4
332793,2
332759,4
332873,2
332592,4
333116,2
2820763,2
332686,2
332572,2
332902,2
332474,2
333068,2
332962,2
2313665,2
333059,2
333011,2
332496,2
1831744,2
2272695,2
332645,2
332504,2
332878,1
333077,2
333114,2
332535,2
332644,2
332653,2
332887,2
332981,2
332777,2
332800,2
332927,2
1580109,1
332612,2
333015,1
1747160,2
332595,2
332837,2
332695,2
332711,2
332685,2
332730,2
332760,2
332668,2
332805,2
332838,2
332677,2
332979,2
332502,2
333020,2
333036,1
333047,4
332554,2
332569,2
332562,2
332570,2
332575,2
332580,5
332629,1
332699,2
332703,2
332683,2
332698,2
332749,1
1503767,2
332775,1
332778,2
332713,2
332827,4
332832,2
332437,2
332897,2
332901,2
332918,2
332988,4
332976,2
332985,2
332989,1
333001,2
332460,2
332712,0
332932,2
332818,2
332495,2
333127,2
2800745,2
333101,2
332455,4
332727,2
332555,2
332773,2
333007,2
332939,2
332920,2
332672,4
1783790,2
332445,2
332758,1
332966,2
332858,1
1886725,2
332606,2
1963116,2
333045,2
332586,2
332600,2
332517,2
332704,1
1747159,2
332597,2
332823,2
332957,2
333026,2
1478519,2
332516,2
2760290,2
332466,2
332941,2
332498,2
332559,2
332963,2
332598,2
332790,2
332830,2
332948,2
332846,2
332919,2
333112,2
333142,1
333105,2
333084,2
332601,2
1776909,2
332651,2
332489,2
2432312,2
2668487,1
2480315,2
332664,1
332763,2
2548092,4
332521,2
332470,2
332618,2
332679,2
333080,2
332750,2
332482,1
333140,2
332438,2
332503,2
332576,2
1672722,2
3160761,0
3188759,5
83291,5
82571,1
83166,5
83109,5
82497,5
83321,5
83053,5
83263,5
83097,5
83083,3
82582,5
82505,4
82785,1
82590,5
82745,5
82798,5
82929,3
83212,1
82545,5
82776,5
82795,5
83185,5
82600,2
83058,0
83116,5
83323,5
82664,5
82988,3
83219,5
2933505,5
2871835,0
2926653,5
82528,5
82640,5
82501,5
82762,0
83102,5
82522,5
82523,5
82511,5
82986,3
82665,5
83142,3
82944,0
82507,1
83117,5
83195,5
83197,5
82735,5
83010,5
82593,5
82666,5
83318,0
83161,2
82559,1
82960,5
82970,5
82644,1
83059,5
82687,5
1787742,0
82579,5
82847,3
83043,5
83292,5
83080,5
83134,5
83235,5
83031,1
2371196,5
2100805,0
83207,0
82890,3
82542,5
82742,5
82744,1
82792,5
82630,5
83079,5
83076,3
83320,5
82948,0
82868,1
82541,1
83023,5
83280,5
82881,5
83132,5
82915,0
82708,1
83258,5
83296,5
83082,5
82760,5
83303,5
83181,5
83255,5
83146,5
82843,5
82938,5
83121,5
82513,3
82904,5
2147514,5
2154310,5
2154311,2
82482,5
82710,1
83169,5
83237,0
83299,5
83138,0
82880,0
82705,3
83071,5
82861,5
82706,5
82801,5
82621,5
82757,0
82903,5
83187,5
82672,3
82517,5
2120968,3
83215,5
82810,5
82608,5
83011,5
82601,5
82914,5
83131,0
82673,4
82942,1
82553,1
82902,3
82628,0
82712,3
82837,5
83077,5
83239,5
83265,5
82581,1
83003,5
83086,5
83236,0
82615,1
83271,5
82616,5
82488,5
82695,5
82641,5
83304,5
2080549,5
82900,5
83054,5
83183,5
83196,5
83262,5
83282,4
83135,5
83308,5
83251,5
83008,5
83000,1
83284,5
82536,5
82809,5
82704,5
82565,5
82515,5
82775,1
83170,5
82905,5
82936,5
83275,5
82991,5
82917,5
82994,5
83052,5
83056,5
82707,5
82894,5
82485,5
82825,5
83128,5
82928,5
82935,1
82937,0
82963,5
83018,5
83094,5
83103,5
83315,5
83133,5
83130,5
83137,5
83188,5
